pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,abstract,project_serial_num,journal_name,publication_year
36292799,Supervised Machine Learning Enables Geospatial Microbial Provenance.,PMC9601318,"['Bhattacharya C', 'Tierney BT', 'Ryon KA', 'Bhattacharyya M', 'Hastings JJA', 'Basu S', 'Bhattacharya B', 'Bagchi D', 'Mukherjee S', 'Wang L', 'Henaff EM', 'Mason CE']",doi:10.3390/genes13101914,"['bioindicator species', 'metagenomics', 'microbial fingerprint', 'microbial forensics', 'supervised machine learning']","['D056186', 'D054892', 'D064307', 'D000069553', 'D002947']","['Metagenomics', 'Metagenome', 'Microbiota', 'Supervised Machine Learning', 'Cities']","The recent increase in publicly available metagenomic datasets with geospatial metadata has made it possible to determine location-specific, microbial fingerprints from around the world. Such fingerprints can be useful for comparing microbial niches for environmental research, as well as for applications within forensic science and public health. To determine the regional specificity for environmental metagenomes, we examined 4305 shotgun-sequenced samples from the MetaSUB Consortium dataset-the most extensive public collection of urban microbiomes, spanning 60 different cities, 30 countries, and 6 continents. We were able to identify city-specific microbial fingerprints using supervised machine learning (SML) on the taxonomic classifications, and we also compared the performance of ten SML classifiers. We then further evaluated the five algorithms with the highest accuracy, with the city and continental accuracy ranging from 85-89% to 90-94%, respectively. Thereafter, we used these results to develop Cassandra, a random-forest-based classifier that identifies bioindicator species to aid in fingerprinting and can infer higher-order microbial interactions at each site. We further tested the Cassandra algorithm on the Tara Oceans dataset, the largest collection of marine-based microbial genomes, where it classified the oceanic sample locations with 83% accuracy. These results and code show the utility of SML methods and Cassandra to identify bioindicator species across both oceanic and urban environments, which can help guide ongoing efforts in biotracing, environmental monitoring, and microbial forensics (MF).",DA053941,Genes,2022
36246576,Host transcriptional responses in nasal swabs identify potential SARS-CoV-2 infection in PCR negative patients.,PMC9540688,"['Saravia-Butler AM', 'Schisler JC', 'Taylor D', 'Beheshti A', 'Butler D', 'Meydan C', 'Foox J', 'Hernandez K', 'Mozsary C', 'Mason CE', 'Meller R']",doi:10.1016/j.isci.2022.105310,"['Biological sciences', 'Immunology', 'Transcriptomics', 'Virology']",[],[],"We analyzed RNA sequencing data from nasal swabs used for SARS-CoV-2 testing. 13% of 317 PCR-negative samples contained over 100 reads aligned to multiple regions of the SARS-CoV-2 genome. Differential gene expression analysis compares the host gene expression in potential false-negative (FN: PCR negative, sequencing positive) samples to subjects with multiple SARS-CoV-2 viral loads. The host transcriptional response in FN samples was distinct from true negative samples (PCR & sequencing negative) and similar to low viral load samples. Gene Ontology analysis shows viral load-dependent changes in gene expression are functionally distinct; 23 common pathways include responses to viral infections and associated immune responses. GO analysis reveals FN samples had a high overlap with high viral load samples. Deconvolution of RNA-seq data shows similar cell content across viral loads. Hence, transcriptome analysis of nasal swabs provides an additional level of identifying SARS-CoV-2 infection.",DA053941,iScience,2022
36202365,"Predicting COVID-19 cases using SARS-CoV-2 RNA in air, surface swab and wastewater samples.",PMC9529341,"['Solo-Gabriele HM', 'Kumar S', 'Abelson S', 'Penso J', 'Contreras J', 'Babler KM', 'Sharkey ME', 'Mantero AMA', 'Lamar WE', 'Tallon JJ Jr', 'Kobetz E', 'Solle NS', 'Shukla BS', 'Kenney RJ', 'Mason CE', 'Schürer SC', 'Vidovic D', 'Williams SL', 'Grills GS', 'Jayaweera DT', 'Mirsaeidi M', 'Kumar N']",doi:10.1016/j.scitotenv.2022.159188,"['Air, surface and wastewater', 'COVID-19', 'COVID-19 epidemiology', 'Environmental surveillance', 'SARS-CoV-2']","['D006801', 'D000086382', 'D000086402', 'D062065', 'D012367', 'D011446']","['Humans', 'COVID-19', 'SARS-CoV-2', 'Wastewater', 'RNA, Viral', 'Prospective Studies']","Genomic footprints of pathogens shed by infected individuals can be traced in environmental samples, which can serve as a noninvasive method of infectious disease surveillance. The research evaluates the efficacy of environmental monitoring of SARS-CoV-2 RNA in air, surface swabs and wastewater to predict COVID-19 cases. Using a prospective experimental design, air, surface swabs, and wastewater samples were collected from a college dormitory housing roughly 500 students from March to May 2021 at the University of Miami, Coral Gables, FL. Students were randomly screened for COVID-19 during the study period. SARS-CoV-2 concentration in environmental samples was quantified using Volcano 2nd Generation-qPCR. Descriptive analyses were conducted to examine the associations between time-lagged SARS-CoV-2 in environmental samples and COVID-19 cases. SARS-CoV-2 was detected in air, surface swab and wastewater samples on 52 (63.4 %), 40 (50.0 %) and 57 (68.6 %) days, respectively. On 19 (24 %) of 78 days SARS-CoV-2 was detected in all three sample types. COVID-19 cases were reported on 11 days during the study period and SARS-CoV-2 was also detected two days before the case diagnosis on all 11 (100 %), 9 (81.8 %) and 8 (72.7 %) days in air, surface swab and wastewater samples, respectively. SARS-CoV-2 detection in environmental samples was an indicator of the presence of local COVID-19 cases and a 3-day lead indicator for a potential outbreak at the dormitory building scale. Proactive environmental surveillance of SARS-CoV-2 or other pathogens in multiple environmental media has potential to guide targeted measures to contain and/or mitigate infectious disease outbreaks within communities.",DA053941,The Science of the total environment,2023
36084523,MINI: A high-throughput point-of-care device for performing hundreds of nucleic acid tests per day.,PMC10960951,"['McCloskey D', 'Boza J', 'Mason CE', 'Erickson D']",doi:10.1016/j.bios.2022.114654,"['High-throughput', 'Loop-mediated isothermal amplification (LAMP)', 'Molecular diagnosis', 'Point-of-care', 'Screening']","['D015374', 'D003141', 'D006801', 'D025202', 'D021141', 'D009696', 'D009953', 'D019095']","['Biosensing Techniques', 'Communicable Diseases', 'Humans', 'Molecular Diagnostic Techniques', 'Nucleic Acid Amplification Techniques', 'Nucleic Acids', 'Ornithine-Oxo-Acid Transaminase', 'Point-of-Care Systems']","There are a variety of infectious diseases with a high incidence and mortality in limited resource settings that could benefit from rapid point of care molecular diagnosis. Global health efforts have sought to implement mass-screening programs to provide earlier detection and subsequent treatment in an effort to control transmission and improve health outcomes. However, many of the current diagnostic technologies under development are limited to fewer than 10 samples per run, which inherently restricts the screening throughput of these devices. We have developed a high throughput device called ""MINI"" that is capable of testing hundreds of samples per day at the point-of-care. MINI can utilize multiple energy sources - electricity, flame, or solar - to perform loop-mediated isothermal amplification (LAMP) in a portable and robust device which is ideal for use in limited resource settings. The unique opto-electronic design of MINI minimizes the energy and space requirements of the device and maximizes the optical isolation and signal clarity, enabling point-of-care analysis of 96 unique samples at once. We show comparable performance to a commercial instrument using two different LAMP assays for Kaposi's sarcoma-associated herpesvirus and a common housekeeping gene, GAPDH. With a single device capable of running hundreds of samples per day, increased access to modern molecular diagnostics could improve health outcomes for a variety of diseases common in limited resource settings.",DA053941,Biosensors & bioelectronics,2022
35999570,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome.,PMC9400218,"['Madrigal P', 'Singh NK', 'Wood JM', 'Gaudioso E', 'Hernández-Del-Olmo F', 'Mason CE', 'Venkateswaran K', 'Beheshti A']",doi:10.1186/s40168-022-01332-w,"['Antibiotic resistance', 'Built-environment', 'ISS', 'Machine learning', 'Metagenomics', 'Microbial Tracking-1', 'Microbiome', 'NGS', 'Space Omics']","['D000465', 'D000900', 'D024881', 'D006801', 'D000069550', 'D056186', 'D064307', 'D018531']","['Algorithms', 'Anti-Bacterial Agents', 'Drug Resistance, Bacterial', 'Humans', 'Machine Learning', 'Metagenomics', 'Microbiota', 'Spacecraft']","Antimicrobial resistance (AMR) has a detrimental impact on human health on Earth and it is equally concerning in other environments such as space habitat due to microgravity, radiation and confinement, especially for long-distance space travel. The International Space Station (ISS) is ideal for investigating microbial diversity and virulence associated with spaceflight. The shotgun metagenomics data of the ISS generated during the Microbial Tracking-1 (MT-1) project and resulting metagenome-assembled genomes (MAGs) across three flights in eight different locations during 12 months were used in this study. The objective of this study was to identify the AMR genes associated with whole genomes of 226 cultivable strains, 21 shotgun metagenome sequences, and 24 MAGs retrieved from the ISS environmental samples that were treated with propidium monoazide (PMA; viable microbes).",DA053941,Microbiome,2022
35864089,A metagenomic DNA sequencing assay that is robust against environmental DNA contamination.,PMC9304412,"['Mzava O', 'Cheng AP', 'Chang A', 'Smalling S', 'Djomnang LK', 'Lenz JS', 'Longman R', 'Steadman A', 'Gómez-Escobar LG', 'Schenck EJ', 'Salvatore M', 'Satlin MJ', 'Suthanthiran M', 'Lee JR', 'Mason CE', 'Dadhania D', 'De Vlaminck I']",doi:10.1038/s41467-022-31654-0,[],"['D000086382', 'D004247', 'D059018', 'D004269', 'D000080309', 'D059014', 'D006801', 'D056186', 'D017422']","['COVID-19', 'DNA', 'DNA Contamination', 'DNA, Bacterial', 'DNA, Environmental', 'High-Throughput Nucleotide Sequencing', 'Humans', 'Metagenomics', 'Sequence Analysis, DNA']","Metagenomic DNA sequencing is a powerful tool to characterize microbial communities but is sensitive to environmental DNA contamination, in particular when applied to samples with low microbial biomass. Here, we present Sample-Intrinsic microbial DNA Found by Tagging and sequencing (SIFT-seq) a metagenomic sequencing assay that is robust against environmental DNA contamination introduced during sample preparation. The core idea of SIFT-seq is to tag the DNA in the sample prior to DNA isolation and library preparation with a label that can be recorded by DNA sequencing. Any contaminating DNA that is introduced in the sample after tagging can then be bioinformatically identified and removed. We applied SIFT-seq to screen for infections from microorganisms with low burden in blood and urine, to identify COVID-19 co-infection, to characterize the urinary microbiome, and to identify microbial DNA signatures of sepsis and inflammatory bowel disease in blood.",DA053941,Nature communications,2022
35396471,Unlocking capacities of genomics for the COVID-19 response and future pandemics.,PMC9467803,"['Knyazev S', 'Chhugani K', 'Sarwal V', 'Ayyala R', 'Singh H', 'Karthikeyan S', 'Deshpande D', 'Baykal PI', 'Comarova Z', 'Lu A', 'Porozov Y', 'Vasylyeva TI', 'Wertheim JO', 'Tierney BT', 'Chiu CY', 'Sun R', 'Wu A', 'Abedalthagafi MS', 'Pak VM', 'Nagaraj SH', 'Smith AL', 'Skums P', 'Pasaniuc B', 'Komissarov A', 'Mason CE', 'Bortz E', 'Lemey P', 'Kondrashov F', 'Beerenwinkel N', 'Lam TT', 'Wu NC', 'Zelikovsky A', 'Knight R', 'Crandall KA', 'Mangul S']",doi:10.1038/s41592-022-01444-z,[],"['D000086382', 'D023281', 'D006801', 'D058873', 'D000086402']","['COVID-19', 'Genomics', 'Humans', 'Pandemics', 'SARS-CoV-2']","During the COVID-19 pandemic, genomics and bioinformatics have emerged as essential public health tools. The genomic data acquired using these methods have supported the global health response, facilitated development of testing methods, and allowed timely tracking of novel SARS-CoV-2 variants. Yet the virtually unlimited potential for rapid generation and analysis of genomic data is also coupled with unique technical, scientific, and organizational challenges. Here, we discuss the application of genomic and computational methods for the efficient data driven COVID-19 response, advantages of democratization of viral sequencing around the world, and challenges associated with viral genome data collection and processing.",DA053941,Nature methods,2022
37622131,Integrating Virus Monitoring Strategies for Safe Non-potable Water Reuse.,PMC10448804,"['Jiang SC', 'Bischel HN', 'Goel R', 'Rosso D', 'Sherchan S', 'Whiteson KL', 'Yan T', 'Solo-Gabriele HM']",doi:10.3390/w14081187,"['Modeling', 'Reuse', 'Surrogates', 'Viruses', 'Wastewater']",[],[],"Wastewater reclamation and reuse have the potential to supplement water supplies, offering resiliency in times of drought and helping meet increased water demands associated with population growth. Non-potable water reuse represents the largest potential reuse market. Yet economic constraints for new water reuse infrastructure and safety concerns due to microbial water quality, and especially viral pathogen exposure, limit widespread implementation of water reuse. Cost-effective, real-time methods to measure or indicate viral quality of recycled water would do much to instill greater confidence in the practice. This manuscript discusses advancements in monitoring and modeling of viral health risks in the context of water reuse. First, we describe the current wastewater reclamation processes and treatment technologies with an emphasis on virus removal. Second, we review technologies for the measurement of viruses, both culture- and molecular-based, along with their advantages and disadvantages. We introduce promising viral surrogates and specific pathogenic viruses that can serve as indicators of viral risk for water reuse. We suggest metagenomic analyses for viral screening and flow cytometry for quantification of virus-like particles as new approaches to complement more traditional methods. Third, we describe modeling to assess health risks through quantitative microbial risk assessments (QMRAs), the most common strategy to couple data on virus concentrations with human exposure scenarios. We then explore the potential of artificial neural networks (ANNs) to incorporate suites of data from wastewater treatment processes, water quality parameters, and viral surrogates. We recommend ANNs as a means to utilize existing water quality data, alongside new complementary measures of viral quality, to achieve cost-effective strategies to assess risks associated with infectious human viruses in recycled water. Given the review, we conclude that technologies are ready for identifying and implementing viral surrogates for health risk reduction in the next decade. Incorporating modeling with monitoring data would likely result in more robust assessment of water reuse risk.",DA053941,Water,2022
35313580,"COVID-19 Prediction using Genomic Footprint of SARS-CoV-2 in Air, Surface Swab and Wastewater Samples.",PMC8936103,"['Solo-Gabriele HM', 'Kumar S', 'Abelson S', 'Penso J', 'Contreras J', 'Babler KM', 'Sharkey ME', 'Mantero AMA', 'Lamar WE', 'Tallon JJ Jr', 'Kobetz E', 'Solle NS', 'Shukla BS', 'Kenney RJ', 'Mason CE', 'Schürer SC', 'Vidovic D', 'Williams SL', 'Grills GS', 'Jayaweera DT', 'Mirsaeidi M', 'Kumar N']",doi:10.1101/2022.03.14.22272314,[],[],[],Genomic footprints of pathogens shed by infected individuals can be traced in environmental samples. Analysis of these samples can be employed for noninvasive surveillance of infectious diseases.,DA053941,medRxiv : the preprint server for health sciences,2022
35233546,System-wide transcriptome damage and tissue identity loss in COVID-19 patients.,PMC8784611,"['Park J', 'Foox J', 'Hether T', 'Danko DC', 'Warren S', 'Kim Y', 'Reeves J', 'Butler DJ', 'Mozsary C', 'Rosiene J', 'Shaiber A', 'Afshin EE', 'MacKay M', 'Rendeiro AF', 'Bram Y', 'Chandar V', 'Geiger H', 'Craney A', 'Velu P', 'Melnick AM', 'Hajirasouliha I', 'Beheshti A', 'Taylor D', 'Saravia-Butler A', 'Singh U', 'Wurtele ES', 'Schisler J', 'Fennessey S', 'Corvelo A', 'Zody MC', 'Germer S', 'Salvatore S', 'Levy S', 'Wu S', 'Tatonetti NP', 'Shapira S', 'Salvatore M', 'Westblade LF', 'Cushing M', 'Rennert H', 'Kriegel AJ', 'Elemento O', 'Imielinski M', 'Rice CM', 'Borczuk AC', 'Meydan C', 'Schwartz RE', 'Mason CE']",doi:10.1016/j.xcrm.2022.100522,"['COVID-19', 'NGS', 'RNA-seq', 'SARS-CoV-2', 'coronavirus', 'coronavirus disease 2019', 'evere acute respiratory syndrome coronavirus 2', 'host response', 'next-generation sequencing', 'spatial transcriptomics']","['D000328', 'D000368', 'D000369', 'D000086382', 'D016022', 'D015331', 'D005260', 'D005786', 'D006801', 'D007251', 'D008168', 'D008297', 'D008875', 'D009975', 'D000081246', 'D012128', 'D000086402', 'D059467', 'D019562']","['Adult', 'Aged', 'Aged, 80 and over', 'COVID-19', 'Case-Control Studies', 'Cohort Studies', 'Female', 'Gene Expression Regulation', 'Humans', 'Influenza, Human', 'Lung', 'Male', 'Middle Aged', 'Orthomyxoviridae', 'RNA-Seq', 'Respiratory Distress Syndrome', 'SARS-CoV-2', 'Transcriptome', 'Viral Load']","The molecular mechanisms underlying the clinical manifestations of coronavirus disease 2019 (COVID-19), and what distinguishes them from common seasonal influenza virus and other lung injury states such as acute respiratory distress syndrome, remain poorly understood. To address these challenges, we combine transcriptional profiling of 646 clinical nasopharyngeal swabs and 39 patient autopsy tissues to define body-wide transcriptome changes in response to COVID-19. We then match these data with spatial protein and expression profiling across 357 tissue sections from 16 representative patient lung samples and identify tissue-compartment-specific damage wrought by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, evident as a function of varying viral loads during the clinical course of infection and tissue-type-specific expression states. Overall, our findings reveal a systemic disruption of canonical cellular and transcriptional pathways across all tissues, which can inform subsequent studies to combat the mortality of COVID-19 and to better understand the molecular dynamics of lethal SARS-CoV-2 and other respiratory infections.",DA053941,Cell reports. Medicine,2022
35136384,Loop-Mediated Isothermal Amplification Detection of SARS-CoV-2 and Myriad Other Applications.,PMC8802757,"['Moore KJM', 'Cahill J', 'Aidelberg G', 'Aronoff R', 'Bektaş A', 'Bezdan D', 'Butler DJ', 'Chittur SV', 'Codyre M', 'Federici F', 'Tanner NA', 'Tighe SW', 'True R', 'Ware SB', 'Wyllie AL', 'Afshin EE', 'Bendesky A', 'Chang CB', 'Dela Rosa R 2nd', 'Elhaik E', 'Erickson D', 'Goldsborough AS', 'Grills G', 'Hadasch K', 'Hayden A', 'Her SY', 'Karl JA', 'Kim CH', 'Kriegel AJ', 'Kunstman T', 'Landau Z', 'Land K', 'Langhorst BW', 'Lindner AB', 'Mayer BE', 'McLaughlin LA', 'McLaughlin MT', 'Molloy J', 'Mozsary C', 'Nadler JL', ""D'Silva M"", 'Ng D', ""O'Connor DH"", 'Ongerth JE', 'Osuolale O', 'Pinharanda A', 'Plenker D', 'Ranjan R', 'Rosbash M', 'Rotem A', 'Segarra J', 'Schürer S', 'Sherrill-Mix S', 'Solo-Gabriele H', 'To S', 'Vogt MC', 'Yu AD', 'Mason CE', 'gLAMP Consortium']",doi:10.7171/jbt.21-3203-017,[],"['D000086382', 'D000087123', 'D006801', 'D025202', 'D021141', 'D058873', 'D012367', 'D000086402']","['COVID-19', 'COVID-19 Nucleic Acid Testing', 'Humans', 'Molecular Diagnostic Techniques', 'Nucleic Acid Amplification Techniques', 'Pandemics', 'RNA, Viral', 'SARS-CoV-2']","As the second year of the COVID-19 pandemic begins, it remains clear that a massive increase in the ability to test for SARS-CoV-2 infections in a myriad of settings is critical to controlling the pandemic and to preparing for future outbreaks. The current gold standard for molecular diagnostics is the polymerase chain reaction (PCR), but the extraordinary and unmet demand for testing in a variety of environments means that both complementary and supplementary testing solutions are still needed. This review highlights the role that loop-mediated isothermal amplification (LAMP) has had in filling this global testing need, providing a faster and easier means of testing, and what it can do for future applications, pathogens, and the preparation for future outbreaks. This review describes the current state of the art for research of LAMP-based SARS-CoV-2 testing, as well as its implications for other pathogens and testing. The authors represent the global LAMP (gLAMP) Consortium, an international research collective, which has regularly met to share their experiences on LAMP deployment and best practices; sections are devoted to all aspects of LAMP testing, including preanalytic sample processing, target amplification, and amplicon detection, then the hardware and software required for deployment are discussed, and finally, a summary of the current regulatory landscape is provided. Included as well are a series of first-person accounts of LAMP method development and deployment. The final discussion section provides the reader with a distillation of the most validated testing methods and their paths to implementation. This review also aims to provide practical information and insight for a range of audiences: for a research audience, to help accelerate research through sharing of best practices; for an implementation audience, to help get testing up and running quickly; and for a public health, clinical, and policy audience, to help convey the breadth of the effect that LAMP methods have to offer.",DA053941,Journal of biomolecular techniques : JBT,2021
35136383,"A Rapid, Isothermal, and Point-of-Care System for COVID-19 Diagnostics.",PMC8802758,"['Mozsary C', 'McCloskey D', 'Babler KM', 'Boza J', 'Butler D', 'Currall B', 'Williams S', 'Wiley A', 'Afshin EE', 'Grills GS', 'Sharkey ME', 'Premsrirut P', 'Solo-Gabriele H', 'Cardentey Y', 'Erickson D', 'Mason CE']",doi:10.7171/jbt.21-3203-019,[],"['D000086382', 'D006801', 'D058873', 'D019095', 'D012367', 'D000086402']","['COVID-19', 'Humans', 'Pandemics', 'Point-of-Care Systems', 'RNA, Viral', 'SARS-CoV-2']","The COVID-19 pandemic has had a profound, detrimental effect on economies and societies worldwide. Where the pandemic has been controlled, extremely high rates of diagnostic testing for the SARS-CoV-2 virus have proven critical, enabling isolation of cases and contact tracing. Recently, diagnostic testing has been supplemented with wastewater measures to evaluate the degree to which communities have infections. Whereas much testing has been done through traditional, centralized, clinical, or environmental laboratory methods, point-of-care testing has proven successful in reducing time to result. As the pandemic progresses and becomes more broadly distributed, further decentralization of diagnostic testing will be helpful to mitigate its spread. This will be particularly both challenging and critical in settings with limited resources due to lack of medical infrastructure and expertise as well as requirements to return results quickly. In this article, we validate the tiny isothermal nucleic acid quantification system (TINY) and a novel loop-mediated isothermal amplification (LAMP)-based assay for the point-of-care diagnosis of SARS-CoV-2 infection in humans and also for in-the-field, point-of-collection surveillance of wastewater. The TINY system is portable and designed for use in settings with limited resources. It can be powered by electrical, solar, or thermal energy and is robust against interruptions in services. These applied testing examples demonstrate that this novel detection platform is a simpler procedure than reverse-transcription quantitative polymerase chain reaction, and moreover, this TINY instrument and LAMP assay combination has the potential to effectively provide both point-of-care diagnosis of individuals and point-of-collection environmental surveillance using wastewater.",DA053941,Journal of biomolecular techniques : JBT,2021
35132260,Curated variation benchmarks for challenging medically relevant autosomal genes.,PMC9117392,"['Wagner J', 'Olson ND', 'Harris L', 'McDaniel J', 'Cheng H', 'Fungtammasan A', 'Hwang YC', 'Gupta R', 'Wenger AM', 'Rowell WJ', 'Khan ZM', 'Farek J', 'Zhu Y', 'Pisupati A', 'Mahmoud M', 'Xiao C', 'Yoo B', 'Sahraeian SME', 'Miller DE', 'Jáspez D', 'Lorenzo-Salazar JM', 'Muñoz-Barrera A', 'Rubio-Rodríguez LA', 'Flores C', 'Narzisi G', 'Evani US', 'Clarke WE', 'Lee J', 'Mason CE', 'Lincoln SE', 'Miga KH', 'Ebbert MTW', 'Shumate A', 'Li H', 'Chin CS', 'Zook JM', 'Sedlazeck FJ']",doi:10.1038/s41587-021-01158-1,[],"['D015894', 'D006239', 'D006801', 'D017422']","['Genome, Human', 'Haplotypes', 'Humans', 'Sequence Analysis, DNA']","The repetitive nature and complexity of some medically relevant genes poses a challenge for their accurate analysis in a clinical setting. The Genome in a Bottle Consortium has provided variant benchmark sets, but these exclude nearly 400 medically relevant genes due to their repetitiveness or polymorphic complexity. Here, we characterize 273 of these 395 challenging autosomal genes using a haplotype-resolved whole-genome assembly. This curated benchmark reports over 17,000 single-nucleotide variations, 3,600 insertions and deletions and 200 structural variations each for human genome reference GRCh37 and GRCh38 across HG002. We show that false duplications in either GRCh37 or GRCh38 result in reference-specific, missed variants for short- and long-read technologies in medically relevant genes, including CBS, CRYAA and KCNE1. When masking these false duplications, variant recall can improve from 8% to 100%. Forming benchmarks from a haplotype-resolved whole-genome assembly may become a prototype for future benchmarks covering the whole genome.",DA053941,Nature biotechnology,2022
34872606,The SEQC2 epigenomics quality control (EpiQC) study.,PMC8650396,"['Foox J', 'Nordlund J', 'Lalancette C', 'Gong T', 'Lacey M', 'Lent S', 'Langhorst BW', 'Ponnaluri VKC', 'Williams L', 'Padmanabhan KR', 'Cavalcante R', 'Lundmark A', 'Butler D', 'Mozsary C', 'Gurvitch J', 'Greally JM', 'Suzuki M', 'Menor M', 'Nasu M', 'Alonso A', 'Sheridan C', 'Scherer A', 'Bruinsma S', 'Golda G', 'Muszynska A', 'Łabaj PP', 'Campbell MA', 'Wos F', 'Raine A', 'Liljedahl U', 'Axelsson T', 'Wang C', 'Chen Z', 'Yang Z', 'Li J', 'Yang X', 'Wang H', 'Melnick A', 'Guo S', 'Blume A', 'Franke V', 'Ibanez de Caceres I', 'Rodriguez-Antolin C', 'Rosas R', 'Davis JW', 'Ishii J', 'Megherbi DB', 'Xiao W', 'Liao W', 'Xu J', 'Hong H', 'Ning B', 'Tong W', 'Akalin A', 'Wang Y', 'Deng Y', 'Mason CE']",doi:10.1186/s13059-021-02529-2,[],"['D044503', 'D000465', 'D018899', 'D004247', 'D019175', 'D044127', 'D000081122', 'D057890', 'D015894', 'D059014', 'D006801', 'D011786', 'D016415', 'D017422', 'D013447', 'D000073336']","['5-Methylcytosine', 'Algorithms', 'CpG Islands', 'DNA', 'DNA Methylation', 'Epigenesis, Genetic', 'Epigenome', 'Epigenomics', 'Genome, Human', 'High-Throughput Nucleotide Sequencing', 'Humans', 'Quality Control', 'Sequence Alignment', 'Sequence Analysis, DNA', 'Sulfites', 'Whole Genome Sequencing']","Cytosine modifications in DNA such as 5-methylcytosine (5mC) underlie a broad range of developmental processes, maintain cellular lineage specification, and can define or stratify types of cancer and other diseases. However, the wide variety of approaches available to interrogate these modifications has created a need for harmonized materials, methods, and rigorous benchmarking to improve genome-wide methylome sequencing applications in clinical and basic research. Here, we present a multi-platform assessment and cross-validated resource for epigenetics research from the FDA's Epigenomics Quality Control Group.",DA053941,Genome biology,2021
34504351,Performance assessment of DNA sequencing platforms in the ABRF Next-Generation Sequencing Study.,PMC8985210,"['Foox J', 'Tighe SW', 'Nicolet CM', 'Zook JM', 'Byrska-Bishop M', 'Clarke WE', 'Khayat MM', 'Mahmoud M', 'Laaguiby PK', 'Herbert ZT', 'Warner D', 'Grills GS', 'Jen J', 'Levy S', 'Xiang J', 'Alonso A', 'Zhao X', 'Zhang W', 'Teng F', 'Zhao Y', 'Lu H', 'Schroth GP', 'Narzisi G', 'Farmerie W', 'Sedlazeck FJ', 'Baldwin DA', 'Mason CE']",doi:10.1038/s41587-021-01049-5,[],"['D020137', 'D019985', 'D004247', 'D004269', 'D016680', 'D015894', 'D059014', 'D006801', 'D017422']","['Base Pair Mismatch', 'Benchmarking', 'DNA', 'DNA, Bacterial', 'Genome, Bacterial', 'Genome, Human', 'High-Throughput Nucleotide Sequencing', 'Humans', 'Sequence Analysis, DNA']","Assessing the reproducibility, accuracy and utility of massively parallel DNA sequencing platforms remains an ongoing challenge. Here the Association of Biomolecular Resource Facilities (ABRF) Next-Generation Sequencing Study benchmarks the performance of a set of sequencing instruments (HiSeq/NovaSeq/paired-end 2 × 250-bp chemistry, Ion S5/Proton, PacBio circular consensus sequencing (CCS), Oxford Nanopore Technologies PromethION/MinION, BGISEQ-500/MGISEQ-2000 and GS111) on human and bacterial reference DNA samples. Among short-read instruments, HiSeq 4000 and X10 provided the most consistent, highest genome coverage, while BGI/MGISEQ provided the lowest sequencing error rates. The long-read instrument PacBio CCS had the highest reference-based mapping rate and lowest non-mapping rate. The two long-read platforms PacBio CCS and PromethION/MinION showed the best sequence mapping in repeat-rich areas and across homopolymers. NovaSeq 6000 using 2 × 250-bp read chemistry was the most robust instrument for capturing known insertion/deletion events. This study serves as a benchmark for current genomics technologies, as well as a resource to inform experimental design and next-generation sequencing variant calling.",DA053941,Nature biotechnology,2021
