pub_ID,title,authors,dois,keywords,grant_num
35962845,Using artificial intelligence to avoid human error in identifying embryos: a retrospective cohort study.,"['Hammer KC', 'Jiang VS', 'Kanakasabapathy MK', 'Thirumalaraju P', 'Kandula H', 'Dimitriadis I', 'Souter I', 'Bormann CL', 'Shafiee H']",doi: 10.1007/s10815-022-02585-y,"['ART', 'Artificial intelligence', 'Embryo labeling', 'Machine learning', 'Witnessing system']",HL119145
35924558,Expression of CD70 Modulates Nitric Oxide and Redox Status in Endothelial Cells.,"['Pandey AK', 'Waldeck-Weiermair M', 'Wells QS', 'Xiao W', 'Yadav S', 'Eroglu E', 'Michel T', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.317866,"['CD27 ligand', 'endothelial dysfunction', 'homeostasis', 'nitric oxide synthase type III', 'reactive oxygen species']",HL119145
35843734,What Causes Hypertrophic Cardiomyopathy?,"['Maron BA', 'Wang RS', 'Carnethon MR', 'Rowin EJ', 'Loscalzo J', 'Maron BJ', 'Maron MS']",doi: 10.1016/j.amjcard.2022.06.017,No keywords,HL119145
35599981,Pulmonary endothelial NEDD9 and the prothrombotic pathophenotype of acute respiratory distress syndrome due to SARS-CoV-2 infection.,"['Alba GA', 'Samokhin AO', 'Wang RS', 'Wertheim BM', 'Haley KJ', 'Padera RF', 'Vargas SO', 'Rosas IO', 'Hariri LP', 'Shih A', 'Thompson BT', 'Mitchell RN', 'Maron BA']",doi: 10.1002/pul2.12071,"['SARS‐CoV‐2', 'acute respiratory distress syndrome', 'endothelium', 'pulmonary biology', 'thrombosis']",HL119145
35466998,HFp2EF: heart failure with pulmonary dysfunction and preserved ejection fraction?,"['Maron BA', 'Humbert M']",doi: 10.1093/eurheartj/ehac201,No keywords,HL119145
35443763,Comprehensive network medicine-based drug repositioning via integration of therapeutic efficacy and side effects.,"['Paci P', 'Fiscon G', 'Conte F', 'Wang RS', 'Handy DE', 'Farina L', 'Loscalzo J']",doi: 10.1038/s41540-022-00221-0,No keywords,HL119145
35379853,"A targetable 'rogue' neutrophil-subset, [CD11b+DEspR+] immunotype, is associated with severity and mortality in acute respiratory distress syndrome (ARDS) and COVID-19-ARDS.","['Herrera VLM', 'Walkey AJ', 'Nguyen MQ', 'Gromisch CM', 'Mosaddhegi JZ', 'Gromisch MS', 'Jundi B', 'Lukassen S', 'Carstensen S', 'Denis R', 'Belkina AC', 'Baron RM', 'Pinilla-Vera M', 'Mueller M', 'Kimberly WT', 'Goldstein JN', 'Lehmann I', 'Shih AR', 'Eils R', 'Levy BD', 'Ruiz-Opazo N']",doi: 10.1038/s41598-022-09343-1,No keywords,HL119145
35312466,Variable Monitoring of Veterans with Group 3 Pulmonary Hypertension Treated with Off-Label Pulmonary Vasodilator Therapy.,"['Johnson SW', 'Gillmeyer KR', 'Bolton RE', 'McCullough MB', 'Qian SX', 'Maron BA', 'Klings ES', 'Wiener RS']",doi: 10.1513/AnnalsATS.202110-1168RL,No keywords,HL119145
35312360,A microfluidic device for real-time on-demand intravenous oxygen delivery.,"['Vutha AK', 'Patenaude R', 'Cole A', 'Kumar R', 'Kheir JN', 'Polizzotti BD']",doi: 10.1073/pnas.2115276119,"['hypoxia', 'intravenous', 'nanobubbles', 'nanospray', 'oxygen']",HL119145
35211681,Hospital Variation in Management and Outcomes of Acute Respiratory Distress Syndrome Due to COVID-19.,"['Johnson SW', 'Garcia MA', 'Sisson EKQ', 'Sheldrick CR', 'Kumar VK', 'Boman K', 'Bolesta S', 'Bansal V', 'Lal A', 'Domecq JP', 'Melamed RR', 'Christie AB', 'Husain A', 'Yus S', 'Gajic O', 'Kashyap R', 'Walkey AJ']",doi: 10.1097/CCE.0000000000000638,"['COVID-19', 'Viral Infection and Respiratory Illness Universal Study', 'acute respiratory distress syndrome', 'low-tidal-volume ventilation', 'prone ventilation', 'severe acute respiratory syndrome coronavirus-2']",HL119145
36632414,A novel drug-like water-soluble small molecule Focal Adhesion Kinase (FAK) activator promotes intestinal mucosal healing.,"['Wang Q', 'Gallardo-Macias R', 'Vomhof-DeKrey EE', 'Gupta R', 'Golovko SA', 'Golovko MY', 'Oncel S', 'Gurvich VJ', 'Basson MD']",doi: 10.1016/j.crphar.2022.100147,"['Focal adhesion kinase', 'Mucosal healing', 'Non-steroidal anti-inflammatory drugs', 'Small intestine', 'Ulcer']",HL152410
36291595,Selecting Multitarget Peptides for Alzheimer's Disease.,"['Kasus-Jacobi A', 'Washburn JL', 'Laurence RB', 'Pereira HA']",doi: 10.3390/biom12101386,"['Alzheimer’s disease', 'S100 calcium-binding protein A9', 'Toll-like receptor 4', 'amyloid beta', 'cathepsin G', 'multitarget drug', 'neurodegeneration', 'neuroinflammation', 'neutrophil', 'receptor for advanced glycation end-products']",HL152410
35669383,Metal-organic Framework Materials Coupled to Optical Fibers for Chemical Sensing: A Review.,"['Zhu C', 'Gerald RE 2nd', 'Huang J']",doi: 10.1109/jsen.2021.3094092,"['Sensors', 'adsorption', 'fibers', 'gases', 'metal-organic frameworks', 'optical fiber sensors', 'thin films']",HL152410
35431423,Microwave device inspired by fiber-optic extrinsic Fabry-Perot interferometer: a novel ultra-sensitive sensing platform.,"['Zhu C', 'Gerald RE 2nd', 'Huang J']",doi: 10.1109/jlt.2020.3018380,"['Extrinsic Fabry-Perot interferometer', 'displacement', 'fiber-optic sensor', 'microwave device', 'open-ended coaxial cable resonator']",HL152410
37428010,MYC overrides HIF-1α to regulate proliferating primary cell metabolism in hypoxia.,"['Copeland CA', 'Olenchock BA', 'Ziehr D', 'McGarrity S', 'Leahy K', 'Young JD', 'Loscalzo J', 'Oldham WM']",doi: 10.7554/eLife.82597,"['MYC', 'biochemistry', 'cell biology', 'chemical biology', 'human', 'hypoxia', 'hypoxia-inducible factor', 'metabolic flux analysis', 'prolyl hydroxylase']",HL119145
37226730,Phenomics and Robust Multiomics Data for Cardiovascular Disease Subtyping.,"['Maiorino E', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.318892,"['algorithms', 'coronary artery disease', 'heart failure', 'multiomics', 'precision medicine']",HL119145
37039628,Local generation and efficient evaluation of numerous drug combinations in a single sample.,"['Elgart V', 'Loscalzo J']",doi: 10.7554/eLife.85439,"['barcoding', 'computational biology', 'drug combinations', 'high-throughput', 'human', 'medicine', 'optimization', 'single-cell', 'systems biology']",HL119145
37028977,Development and Validation of an Acute Respiratory Distress Syndrome Prediction Model in Coronavirus Disease 2019: Updated Lung Injury Prediction Score.,"['Tekin A', 'Qamar S', 'Sharma M', 'Singh R', 'Malinchoc M', 'Bansal V', 'Deo N', 'Bogojevic M', 'Valencia-Morales DJ', 'Zec S', 'Zorko-Garbajs N', 'Sharma N', 'Lal A', 'Sanghavi DK', 'Cartin-Ceba R', 'Khan SA', 'La Nou AT', 'Cherian A', 'Zabolotskikh IB', 'Kumar VK', 'Kashyap R', 'Walkey AJ', 'Domecq JP', 'Yadav H', 'Gajic O', 'Odeyemi YE', 'Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study (VIRUS): COVID-19 Registry Investigator Group']",doi: 10.1016/j.mayocp.2022.11.021,No keywords,HL119145
36949045,Assessment of community efforts to advance network-based prediction of protein-protein interactions.,"['Wang XW', 'Madeddu L', 'Spirohn K', 'Martini L', 'Fazzone A', 'Becchetti L', 'Wytock TP', 'Kovács IA', 'Balogh OM', 'Benczik B', 'Pétervári M', 'Ágg B', 'Ferdinandy P', 'Vulliard L', 'Menche J', 'Colonnese S', 'Petti M', 'Scarano G', 'Cuomo F', 'Hao T', 'Laval F', 'Willems L', 'Twizere JC', 'Vidal M', 'Calderwood MA', 'Petrillo E', 'Barabási AL', 'Silverman EK', 'Loscalzo J', 'Velardi P', 'Liu YY']",doi: 10.1038/s41467-023-37079-7,No keywords,HL119145
36794589,Multiomics Network Medicine Approaches to Precision Medicine and Therapeutics in Cardiovascular Diseases.,"['Wang RS', 'Maron BA', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.318731,"['cardiovascular diseases', 'multiomics', 'network medicine', 'precision medicine']",HL119145
36565787,Pursuing functional biomarkers in complex disease: Focus on pulmonary arterial hypertension.,"['Benincasa G', 'Napoli C', 'Loscalzo J', 'Maron BA']",doi: 10.1016/j.ahj.2022.12.009,"['Artificial intelligence', 'Biomarkers', 'Network analysis', 'Omics', 'Pulmonary arterial hypertension']",HL119145
36275710,"""Rogue"" neutrophil-subset [DEspR+CD11b+/CD66b+] immunotype is an actionable therapeutic target for neutrophilic inflammation-mediated tissue injury - studies in human, macaque and rat LPS-inflammation models.","['Carstensen S', 'Müller M', 'Tan GLA', 'Pasion KA', 'Hohlfeld JM', 'Herrera VLM', 'Ruiz-Opazo N']",doi: 10.3389/fimmu.2022.1008390,"['DEspR', 'LPS-acute inflammation tissue injury models', 'LPS-brain encephalopathy', 'acute lung injury', 'neutrophil subset', 'segmental LPS challenge']",HL119145
36043417,L-2-Hydroxyglutarate Protects Against Cardiac Injury via Metabolic Remodeling.,"['He H', 'Mulhern RM', 'Oldham WM', 'Xiao W', 'Lin YD', 'Liao R', 'Loscalzo J']",doi: 10.1161/CIRCRESAHA.122.321227,"['L-2-hydroxyglutarate dehydrogenase', 'glycolysis', 'ischemia', 'oxidative stress', 'pentose phosphate pathway', 'reactive oxygen species', 'reperfusion injury']",HL119145
36040468,SARS-CoV-2 With Concurrent Respiratory Viral Infection as a Risk Factor for a Higher Level of Care in Hospitalized Pediatric Patients.,"['Dikranian L', 'Barry S', 'Ata A', 'Chiotos K', 'Gist K', 'Bhalala U', 'Danesh V', 'Heavner S', 'Gharpure V', 'Bjornstad EC', 'Irby O', 'Heneghan JA', 'Montgomery V', 'Gupta N', 'Miller A', 'Walkey A', 'Tripathi S', 'Boman K', 'Bansal V', 'Kumar V', 'Kashyap R', 'Sayed I', 'Woll C', 'From the Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study: COVID-19 Registry Investigator Group']",doi: 10.1097/PEC.0000000000002814,No keywords,HL119145
35962845,Using artificial intelligence to avoid human error in identifying embryos: a retrospective cohort study.,"['Hammer KC', 'Jiang VS', 'Kanakasabapathy MK', 'Thirumalaraju P', 'Kandula H', 'Dimitriadis I', 'Souter I', 'Bormann CL', 'Shafiee H']",doi: 10.1007/s10815-022-02585-y,"['ART', 'Artificial intelligence', 'Embryo labeling', 'Machine learning', 'Witnessing system']",HL119145
35924558,Expression of CD70 Modulates Nitric Oxide and Redox Status in Endothelial Cells.,"['Pandey AK', 'Waldeck-Weiermair M', 'Wells QS', 'Xiao W', 'Yadav S', 'Eroglu E', 'Michel T', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.317866,"['CD27 ligand', 'endothelial dysfunction', 'homeostasis', 'nitric oxide synthase type III', 'reactive oxygen species']",HL119145
35843734,What Causes Hypertrophic Cardiomyopathy?,"['Maron BA', 'Wang RS', 'Carnethon MR', 'Rowin EJ', 'Loscalzo J', 'Maron BJ', 'Maron MS']",doi: 10.1016/j.amjcard.2022.06.017,No keywords,HL119145
35599981,Pulmonary endothelial NEDD9 and the prothrombotic pathophenotype of acute respiratory distress syndrome due to SARS-CoV-2 infection.,"['Alba GA', 'Samokhin AO', 'Wang RS', 'Wertheim BM', 'Haley KJ', 'Padera RF', 'Vargas SO', 'Rosas IO', 'Hariri LP', 'Shih A', 'Thompson BT', 'Mitchell RN', 'Maron BA']",doi: 10.1002/pul2.12071,"['SARS‐CoV‐2', 'acute respiratory distress syndrome', 'endothelium', 'pulmonary biology', 'thrombosis']",HL119145
35466998,HFp2EF: heart failure with pulmonary dysfunction and preserved ejection fraction?,"['Maron BA', 'Humbert M']",doi: 10.1093/eurheartj/ehac201,No keywords,HL119145
35443763,Comprehensive network medicine-based drug repositioning via integration of therapeutic efficacy and side effects.,"['Paci P', 'Fiscon G', 'Conte F', 'Wang RS', 'Handy DE', 'Farina L', 'Loscalzo J']",doi: 10.1038/s41540-022-00221-0,No keywords,HL119145
35379853,"A targetable 'rogue' neutrophil-subset, [CD11b+DEspR+] immunotype, is associated with severity and mortality in acute respiratory distress syndrome (ARDS) and COVID-19-ARDS.","['Herrera VLM', 'Walkey AJ', 'Nguyen MQ', 'Gromisch CM', 'Mosaddhegi JZ', 'Gromisch MS', 'Jundi B', 'Lukassen S', 'Carstensen S', 'Denis R', 'Belkina AC', 'Baron RM', 'Pinilla-Vera M', 'Mueller M', 'Kimberly WT', 'Goldstein JN', 'Lehmann I', 'Shih AR', 'Eils R', 'Levy BD', 'Ruiz-Opazo N']",doi: 10.1038/s41598-022-09343-1,No keywords,HL119145
35312466,Variable Monitoring of Veterans with Group 3 Pulmonary Hypertension Treated with Off-Label Pulmonary Vasodilator Therapy.,"['Johnson SW', 'Gillmeyer KR', 'Bolton RE', 'McCullough MB', 'Qian SX', 'Maron BA', 'Klings ES', 'Wiener RS']",doi: 10.1513/AnnalsATS.202110-1168RL,No keywords,HL119145
35312360,A microfluidic device for real-time on-demand intravenous oxygen delivery.,"['Vutha AK', 'Patenaude R', 'Cole A', 'Kumar R', 'Kheir JN', 'Polizzotti BD']",doi: 10.1073/pnas.2115276119,"['hypoxia', 'intravenous', 'nanobubbles', 'nanospray', 'oxygen']",HL119145
35211681,Hospital Variation in Management and Outcomes of Acute Respiratory Distress Syndrome Due to COVID-19.,"['Johnson SW', 'Garcia MA', 'Sisson EKQ', 'Sheldrick CR', 'Kumar VK', 'Boman K', 'Bolesta S', 'Bansal V', 'Lal A', 'Domecq JP', 'Melamed RR', 'Christie AB', 'Husain A', 'Yus S', 'Gajic O', 'Kashyap R', 'Walkey AJ']",doi: 10.1097/CCE.0000000000000638,"['COVID-19', 'Viral Infection and Respiratory Illness Universal Study', 'acute respiratory distress syndrome', 'low-tidal-volume ventilation', 'prone ventilation', 'severe acute respiratory syndrome coronavirus-2']",HL119145
37428010,MYC overrides HIF-1α to regulate proliferating primary cell metabolism in hypoxia.,"['Copeland CA', 'Olenchock BA', 'Ziehr D', 'McGarrity S', 'Leahy K', 'Young JD', 'Loscalzo J', 'Oldham WM']",doi: 10.7554/eLife.82597,"['MYC', 'biochemistry', 'cell biology', 'chemical biology', 'human', 'hypoxia', 'hypoxia-inducible factor', 'metabolic flux analysis', 'prolyl hydroxylase']",HL119145
37226730,Phenomics and Robust Multiomics Data for Cardiovascular Disease Subtyping.,"['Maiorino E', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.318892,"['algorithms', 'coronary artery disease', 'heart failure', 'multiomics', 'precision medicine']",HL119145
37039628,Local generation and efficient evaluation of numerous drug combinations in a single sample.,"['Elgart V', 'Loscalzo J']",doi: 10.7554/eLife.85439,"['barcoding', 'computational biology', 'drug combinations', 'high-throughput', 'human', 'medicine', 'optimization', 'single-cell', 'systems biology']",HL119145
37028977,Development and Validation of an Acute Respiratory Distress Syndrome Prediction Model in Coronavirus Disease 2019: Updated Lung Injury Prediction Score.,"['Tekin A', 'Qamar S', 'Sharma M', 'Singh R', 'Malinchoc M', 'Bansal V', 'Deo N', 'Bogojevic M', 'Valencia-Morales DJ', 'Zec S', 'Zorko-Garbajs N', 'Sharma N', 'Lal A', 'Sanghavi DK', 'Cartin-Ceba R', 'Khan SA', 'La Nou AT', 'Cherian A', 'Zabolotskikh IB', 'Kumar VK', 'Kashyap R', 'Walkey AJ', 'Domecq JP', 'Yadav H', 'Gajic O', 'Odeyemi YE', 'Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study (VIRUS): COVID-19 Registry Investigator Group']",doi: 10.1016/j.mayocp.2022.11.021,No keywords,HL119145
36949045,Assessment of community efforts to advance network-based prediction of protein-protein interactions.,"['Wang XW', 'Madeddu L', 'Spirohn K', 'Martini L', 'Fazzone A', 'Becchetti L', 'Wytock TP', 'Kovács IA', 'Balogh OM', 'Benczik B', 'Pétervári M', 'Ágg B', 'Ferdinandy P', 'Vulliard L', 'Menche J', 'Colonnese S', 'Petti M', 'Scarano G', 'Cuomo F', 'Hao T', 'Laval F', 'Willems L', 'Twizere JC', 'Vidal M', 'Calderwood MA', 'Petrillo E', 'Barabási AL', 'Silverman EK', 'Loscalzo J', 'Velardi P', 'Liu YY']",doi: 10.1038/s41467-023-37079-7,No keywords,HL119145
36794589,Multiomics Network Medicine Approaches to Precision Medicine and Therapeutics in Cardiovascular Diseases.,"['Wang RS', 'Maron BA', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.318731,"['cardiovascular diseases', 'multiomics', 'network medicine', 'precision medicine']",HL119145
36565787,Pursuing functional biomarkers in complex disease: Focus on pulmonary arterial hypertension.,"['Benincasa G', 'Napoli C', 'Loscalzo J', 'Maron BA']",doi: 10.1016/j.ahj.2022.12.009,"['Artificial intelligence', 'Biomarkers', 'Network analysis', 'Omics', 'Pulmonary arterial hypertension']",HL119145
36275710,"""Rogue"" neutrophil-subset [DEspR+CD11b+/CD66b+] immunotype is an actionable therapeutic target for neutrophilic inflammation-mediated tissue injury - studies in human, macaque and rat LPS-inflammation models.","['Carstensen S', 'Müller M', 'Tan GLA', 'Pasion KA', 'Hohlfeld JM', 'Herrera VLM', 'Ruiz-Opazo N']",doi: 10.3389/fimmu.2022.1008390,"['DEspR', 'LPS-acute inflammation tissue injury models', 'LPS-brain encephalopathy', 'acute lung injury', 'neutrophil subset', 'segmental LPS challenge']",HL119145
36043417,L-2-Hydroxyglutarate Protects Against Cardiac Injury via Metabolic Remodeling.,"['He H', 'Mulhern RM', 'Oldham WM', 'Xiao W', 'Lin YD', 'Liao R', 'Loscalzo J']",doi: 10.1161/CIRCRESAHA.122.321227,"['L-2-hydroxyglutarate dehydrogenase', 'glycolysis', 'ischemia', 'oxidative stress', 'pentose phosphate pathway', 'reactive oxygen species', 'reperfusion injury']",HL119145
36040468,SARS-CoV-2 With Concurrent Respiratory Viral Infection as a Risk Factor for a Higher Level of Care in Hospitalized Pediatric Patients.,"['Dikranian L', 'Barry S', 'Ata A', 'Chiotos K', 'Gist K', 'Bhalala U', 'Danesh V', 'Heavner S', 'Gharpure V', 'Bjornstad EC', 'Irby O', 'Heneghan JA', 'Montgomery V', 'Gupta N', 'Miller A', 'Walkey A', 'Tripathi S', 'Boman K', 'Bansal V', 'Kumar V', 'Kashyap R', 'Sayed I', 'Woll C', 'From the Society of Critical Care Medicine Discovery Viral Infection and Respiratory Illness Universal Study: COVID-19 Registry Investigator Group']",doi: 10.1097/PEC.0000000000002814,No keywords,HL119145
35962845,Using artificial intelligence to avoid human error in identifying embryos: a retrospective cohort study.,"['Hammer KC', 'Jiang VS', 'Kanakasabapathy MK', 'Thirumalaraju P', 'Kandula H', 'Dimitriadis I', 'Souter I', 'Bormann CL', 'Shafiee H']",doi: 10.1007/s10815-022-02585-y,"['ART', 'Artificial intelligence', 'Embryo labeling', 'Machine learning', 'Witnessing system']",HL119145
35924558,Expression of CD70 Modulates Nitric Oxide and Redox Status in Endothelial Cells.,"['Pandey AK', 'Waldeck-Weiermair M', 'Wells QS', 'Xiao W', 'Yadav S', 'Eroglu E', 'Michel T', 'Loscalzo J']",doi: 10.1161/ATVBAHA.122.317866,"['CD27 ligand', 'endothelial dysfunction', 'homeostasis', 'nitric oxide synthase type III', 'reactive oxygen species']",HL119145
35843734,What Causes Hypertrophic Cardiomyopathy?,"['Maron BA', 'Wang RS', 'Carnethon MR', 'Rowin EJ', 'Loscalzo J', 'Maron BJ', 'Maron MS']",doi: 10.1016/j.amjcard.2022.06.017,No keywords,HL119145
35599981,Pulmonary endothelial NEDD9 and the prothrombotic pathophenotype of acute respiratory distress syndrome due to SARS-CoV-2 infection.,"['Alba GA', 'Samokhin AO', 'Wang RS', 'Wertheim BM', 'Haley KJ', 'Padera RF', 'Vargas SO', 'Rosas IO', 'Hariri LP', 'Shih A', 'Thompson BT', 'Mitchell RN', 'Maron BA']",doi: 10.1002/pul2.12071,"['SARS‐CoV‐2', 'acute respiratory distress syndrome', 'endothelium', 'pulmonary biology', 'thrombosis']",HL119145
35466998,HFp2EF: heart failure with pulmonary dysfunction and preserved ejection fraction?,"['Maron BA', 'Humbert M']",doi: 10.1093/eurheartj/ehac201,No keywords,HL119145
35443763,Comprehensive network medicine-based drug repositioning via integration of therapeutic efficacy and side effects.,"['Paci P', 'Fiscon G', 'Conte F', 'Wang RS', 'Handy DE', 'Farina L', 'Loscalzo J']",doi: 10.1038/s41540-022-00221-0,No keywords,HL119145
35379853,"A targetable 'rogue' neutrophil-subset, [CD11b+DEspR+] immunotype, is associated with severity and mortality in acute respiratory distress syndrome (ARDS) and COVID-19-ARDS.","['Herrera VLM', 'Walkey AJ', 'Nguyen MQ', 'Gromisch CM', 'Mosaddhegi JZ', 'Gromisch MS', 'Jundi B', 'Lukassen S', 'Carstensen S', 'Denis R', 'Belkina AC', 'Baron RM', 'Pinilla-Vera M', 'Mueller M', 'Kimberly WT', 'Goldstein JN', 'Lehmann I', 'Shih AR', 'Eils R', 'Levy BD', 'Ruiz-Opazo N']",doi: 10.1038/s41598-022-09343-1,No keywords,HL119145
35312466,Variable Monitoring of Veterans with Group 3 Pulmonary Hypertension Treated with Off-Label Pulmonary Vasodilator Therapy.,"['Johnson SW', 'Gillmeyer KR', 'Bolton RE', 'McCullough MB', 'Qian SX', 'Maron BA', 'Klings ES', 'Wiener RS']",doi: 10.1513/AnnalsATS.202110-1168RL,No keywords,HL119145
35312360,A microfluidic device for real-time on-demand intravenous oxygen delivery.,"['Vutha AK', 'Patenaude R', 'Cole A', 'Kumar R', 'Kheir JN', 'Polizzotti BD']",doi: 10.1073/pnas.2115276119,"['hypoxia', 'intravenous', 'nanobubbles', 'nanospray', 'oxygen']",HL119145
35211681,Hospital Variation in Management and Outcomes of Acute Respiratory Distress Syndrome Due to COVID-19.,"['Johnson SW', 'Garcia MA', 'Sisson EKQ', 'Sheldrick CR', 'Kumar VK', 'Boman K', 'Bolesta S', 'Bansal V', 'Lal A', 'Domecq JP', 'Melamed RR', 'Christie AB', 'Husain A', 'Yus S', 'Gajic O', 'Kashyap R', 'Walkey AJ']",doi: 10.1097/CCE.0000000000000638,"['COVID-19', 'Viral Infection and Respiratory Illness Universal Study', 'acute respiratory distress syndrome', 'low-tidal-volume ventilation', 'prone ventilation', 'severe acute respiratory syndrome coronavirus-2']",HL119145
36965380,"Data-driven design of a multiplexed, peptide-sensitized transistor to detect breath VOC markers of COVID-19.","['Nakano-Baker O', 'Fong H', 'Shukla S', 'Lee RV', 'Cai L', 'Godin D', 'Hennig T', 'Rath S', 'Novosselov I', 'Dogan S', 'Sarikaya M', 'MacKenzie JD']",doi: 10.1016/j.bios.2023.115237,"['Carbon nanotube transistor', 'Molecular design', 'Multiplex biosensors', 'Odorant binding proteins', 'Solid-binding peptides', 'Volatile organic compounds']",HL152401
36564419,Glucose absorption drives cystogenesis in a human organoid-on-chip model of polycystic kidney disease.,"['Li SR', 'Gulieva RE', 'Helms L', 'Cruz NM', 'Vincent T', 'Fu H', 'Himmelfarb J', 'Freedman BS']",doi: 10.1038/s41467-022-35537-2,No keywords,HL152401
35806167,Prototype Development of a Temperature-Sensitive High-Adhesion Medical Tape to Reduce Medical-Adhesive-Related Skin Injury and Improve Quality of Care.,"['Swanson S', 'Bashmail R', 'Fellin CR', 'Luu V', 'Shires N', 'Cox PA', 'Nelson A', 'MacKenzie D', 'Taroc AM', 'Nelson LY', 'Seibel EJ']",doi: 10.3390/ijms23137164,"['adhesive film', 'functional polymer', 'medical device', 'skin injury', 'temperature responsive']",HL152401
35379001,Physiology assays in human kidney organoids.,['Freedman BS'],doi: 10.1152/ajprenal.00400.2021,"['absorption', 'filtration', 'hormone', 'kidney-on-chip', 'nephrotoxicity']",HL152401
34698489,Antibody-Free Rapid Detection of SARS-CoV-2 Proteins Using Corona Phase Molecular Recognition to Accelerate Development Time.,"['Cho SY', 'Jin X', 'Gong X', 'Yang S', 'Cui J', 'Strano MS']",doi: 10.1021/acs.analchem.1c02889,No keywords,DE030829
37264756,Self-Assembly of DNA Nanostructures in Different Cations.,"['Rodriguez A', 'Gandavadi D', 'Mathivanan J', 'Song T', 'Madhanagopal BR', 'Talbot H', 'Sheng J', 'Wang X', 'Chandrasekaran AR']",doi: 10.1002/smll.202300040,"['DNA nanostructures', 'DNA nanotechnology', 'biostability', 'metal ions', 'self-assembly']",DE030852
35881910,Net-Shaped DNA Nanostructures Designed for Rapid/Sensitive Detection and Potential Inhibition of the SARS-CoV-2 Virus.,"['Chauhan N', 'Xiong Y', 'Ren S', 'Dwivedy A', 'Magazine N', 'Zhou L', 'Jin X', 'Zhang T', 'Cunningham BT', 'Yao S', 'Huang W', 'Wang X']",doi: 10.1021/jacs.2c04835,No keywords,DE030852
35220716,Aptamers for Viral Detection and Inhibition.,"['Chakraborty B', 'Das S', 'Gupta A', 'Xiong Y', 'T-V V', 'Kizer ME', 'Duan J', 'Chandrasekaran AR', 'Wang X']",doi: 10.1021/acsinfecdis.1c00546,"['DNA nanostructures', 'aptamers', 'aptasensors', 'inhibition', 'sensing', 'viruses']",DE030852
34840515,"Overcoming the limitations of COVID-19 diagnostics with nanostructures, nucleic acid engineering, and additive manufacturing.","['Li N', 'Zhao B', 'Stavins R', 'Peinetti AS', 'Chauhan N', 'Bashir R', 'Cunningham BT', 'King WP', 'Lu Y', 'Wang X', 'Valera E']",doi: 10.1016/j.cossms.2021.100966,"['Additive manufactured materials', 'COVID-19 diagnostics', 'Nanochemistry', 'Nanomaterials', 'Nanostructures', 'Nucleic acid engineering', 'Point-of-care diagnosis', 'SARS-CoV-2']",DE030852
36570474,Five-Minute Magnetic Nanoparticle Spectroscopy-Based Bioassay for Ultrafast Detection of SARS-CoV-2 Spike Protein.,"['Wu K', 'Chugh VK', 'D Krishna V', 'Wang YA', 'Gordon TD', 'Cheeran MC', 'Wang JP']",doi: 10.1021/acsanm.2c05237,No keywords,DE030832
36199556,Magnetic nanoparticles and magnetic particle spectroscopy-based bioassays: a 15 year recap.,"['Wu K', 'Liu J', 'Chugh VK', 'Liang S', 'Saha R', 'Krishna VD', 'Cheeran MC', 'Wang JP']",pii: 022001. doi: 10.1088/2399-1984/ac5cd1,"['bioassay', 'disease diagnosis', 'food safety', 'magnetic nanoparticle', 'magnetic particle spectroscopy', 'point-of-care']",DE030832
35167743,Giant Magnetoresistance Biosensors in Biomedical Applications.,"['Wu K', 'Tonini D', 'Liang S', 'Saha R', 'Chugh VK', 'Wang JP']",doi: 10.1021/acsami.1c20141,"['GMR', 'brain mapping', 'cardiac mapping', 'disease diagnosis', 'flexible sensor', 'food safety', 'genotyping']",DE030832
34499464,"One-Step, Wash-free, Nanoparticle Clustering-Based Magnetic Particle Spectroscopy Bioassay Method for Detection of SARS-CoV-2 Spike and Nucleocapsid Proteins in the Liquid Phase.","['Wu K', 'Chugh VK', 'D Krishna V', 'di Girolamo A', 'Wang YA', 'Saha R', 'Liang S', 'Cheeran MC', 'Wang JP']",doi: 10.1021/acsami.1c14657,"['COVID-19', 'SARS-CoV-2', 'disease diagnostics', 'magnetic nanoparticle', 'magnetic particle spectroscopy', 'nucleocapsid protein', 'spike protein']",DE030832
36199678,Magnetic Particle Spectroscopy with One-Stage Lock-In Implementation for Magnetic Bioassays with Improved Sensitivities.,"['Chugh VK', 'Wu K', 'Krishna VD', 'di Girolamo A', 'Bloom RP', 'Wang YA', 'Saha R', 'Liang S', 'Cheeran MC', 'Wang JP']",doi: 10.1021/acs.jpcc.1c05126,No keywords,DE030832
