pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,project_serial_num,journal_name,publication_year
36326636,Convalescent plasma in hospitalized pediatric and obstetric coronavirus disease 2019 (COVID-19) patients.,PMC9877592,"""Ikeda S, Benzi E, Hensch LA, Devaraj S, Hui SR, Gandhi M, Fox KA, Teruya J, Munoz FM""",doi:10.1111/ped.15407,"""COVID-19, COVID-19 serotherapy, SARS-CoV-2, child, pregnancy""","""D006801, D002648, D007231, D007223, D002675, D000293, D000086382, D000086402, D007116, D000093522, D007074, D000914""","""Humans, Child, Infant, Newborn, Infant, Child, Preschool, Adolescent, COVID-19, SARS-CoV-2, Immunization, Passive, COVID-19 Serotherapy, Immunoglobulin G, Antibodies, Viral""",HD105593,Pediatrics international : official journal of the Japan Pediatric Society,2022
35568731,Physiologic profile associated with severe multisystem inflammatory syndrome in children: a retrospective study.,PMC9106980,"""Savorgnan F, Moreira A, Moreira A, Annapragada A, Sexson Tejtel SK, Flores S, Rusin CG, Shekerdemian L, Acosta S""",doi:10.1038/s41390-022-02108-6,,"""D002648, D006801, D012189, D018746, D000086382, D003422""","""Child, Humans, Retrospective Studies, Systemic Inflammatory Response Syndrome, COVID-19, Critical Care""",HD105593,Pediatric research,2023
35507775,"Comparison of Laboratory and Hemodynamic Time Series Data Across Original, Alpha, and Delta Variants in Patients With Multisystem Inflammatory Syndrome in Children.",PMC9345524,"""Jain PN, Acosta S, Annapragada A, Checchia PA, Moreira A, Muscal E, Sartain SE, Tejtel SKS, Vogel TP, Shekerdemian L, Rusin CG""",doi:10.1097/PCC.0000000000002976,,"""D000086382, D002648, D018352, D005260, D006439, D006801, D008297, D058873, D011024, D011188, D012189, D000086402, D012964, D018746, D013997""","""COVID-19, Child, Coronavirus Infections, Female, Hemodynamics, Humans, Male, Pandemics, Pneumonia, Viral, Potassium, Retrospective Studies, SARS-CoV-2, Sodium, Systemic Inflammatory Response Syndrome, Time Factors""",HD105593,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,2022
35439401,Misleading nomenclature of units of WHO materials used for standardization of SARS COv-2 serology.,,"""Hansen YBL, Furuta K, Devaraj S, Yilmaz FM, Nordin G""",doi:10.1515/cclm-2022-0082,"""SARS CoV-2 antibody, WHO, certified reference material, measurement unit""","""D000914, D000086382, D006801, D012015, D000086402, D045169, D014944""","""Antibodies, Viral, COVID-19, Humans, Reference Standards, SARS-CoV-2, Severe Acute Respiratory Syndrome, World Health Organization""",HD105593,Clinical chemistry and laboratory medicine,2022
35357347,Vasoplegic Shock Represents a Dominant Hemodynamic Profile of Multisystem Inflammatory Syndrome Following COVID-19 in Children and Adolescents.,PMC9150787,"""Alali A, ""ONeil E"", Anders M, Abella J, Shekerdemian LS, Vogel TP, Sexson Tejtel K, Tume SC""",doi:10.1097/PCC.0000000000002954,,"""D000293, D000086382, D002648, D015331, D006439, D006801, D012189, D012769, D018746""","""Adolescent, COVID-19, Child, Cohort Studies, Hemodynamics, Humans, Retrospective Studies, Shock, Systemic Inflammatory Response Syndrome""",HD105593,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,2022
35344047,Outcomes After SARS-CoV-2 Vaccination Among Children With a History of Multisystem Inflammatory Syndrome.,PMC8961315,"""Wisniewski M, Chun A, Volpi S, Muscal E, Sexson Tejtel SK, Munoz F, Vogel TP""",doi:10.1001/jamanetworkopen.2022.4750,,"""D000086382, D000086663, D002648, D006801, D000086402, D018746, D014611""","""COVID-19, COVID-19 Vaccines, Child, Humans, SARS-CoV-2, Systemic Inflammatory Response Syndrome, Vaccination""",HD105593,JAMA network open,2022
34977312,SARSCoV-2 serostatus amongst vaccinated employees at a pediatric hospital system.,PMC8710236,"""Devaraj S, Poventud-Fuentes I, Girotto M, Monroe J, Boom J, Delclos G, Versalovic J""",doi:10.1016/j.plabm.2021.e00261,"""Antibody, COVID, Employee, SARS-CoV-2, Serology, Vaccine""",,,HD105593,Practical laboratory medicine,2022
34911654,SARS-CoV-2 anti-spike antibodies after vaccination in pediatric heart transplantation: A first report.,PMC8590844,"""Spinner JA, Julien CL, Olayinka L, Dreyer WJ, Bocchini CE, Munoz FM, Devaraj S""",doi:10.1016/j.healun.2021.11.001,"""SARS-CoV-2, pediatric heart transplant""","""D000293, D000367, D000914, D000917, D000086382, D000086663, D002648, D005260, D016027, D006801, D008297, D012189, D000086402, D064370, D055815""","""Adolescent, Age Factors, Antibodies, Viral, Antibody Formation, COVID-19, COVID-19 Vaccines, Child, Female, Heart Transplantation, Humans, Male, Retrospective Studies, SARS-CoV-2, Spike Glycoprotein, Coronavirus, Young Adult""",HD105593,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,2022
34560062,Analytical and clinical performance of cPass neutralizing antibodies assay.,PMC8453782,"""Jung J, Rajapakshe D, Julien C, Devaraj S""",doi:10.1016/j.clinbiochem.2021.09.008,"""SARS CoV-2 antibody, SARS-CoV-2 serology""","""D057134, D000914, D000086382, D006801, D000086402""","""Antibodies, Neutralizing, Antibodies, Viral, COVID-19, Humans, SARS-CoV-2""",HD105593,Clinical biochemistry,2021
34022420,Population stratification enables modeling effects of reopening policies on mortality and hospitalization rates.,PMC8555375,"""Huang T, Chu Y, Shams S, Kim Y, Annapragada AV, Subramanian D, Kakadiaris I, Gottlieb A, Jiang X""",doi:10.1016/j.jbi.2021.103818,"""COVID-19, Epidemic forecasting model, Reopening policy, Risk stratification, SIR, SIR-HCD""","""D000086382, D006760, D006801, D058873, D057766, D000086402, D014481""","""COVID-19, Hospitalization, Humans, Pandemics, Policy, SARS-CoV-2, United States""",HD105593,Journal of biomedical informatics,2021
33949910,Immune thrombocytopenia following multisystem inflammatory syndrome in children (MIS-C) - a case series.,,"""Kok EY, Srivaths L, Grimes AB, Vogel TP, Sexson Tejtel SK, Muscal E""",doi:10.1080/08880018.2021.1917737,"""COVID-19, ITP, MIS-C, SARS-CoV-2, novel coronavirus""","""D000894, D001241, D000086382, D002648, D019468, D005938, D006801, D007223, D008297, D008775, D010976, D011239, D016553, D018746""","""Anti-Inflammatory Agents, Non-Steroidal, Aspirin, COVID-19, Child, Disease Management, Glucocorticoids, Humans, Infant, Male, Methylprednisolone, Platelet Count, Prednisolone, Purpura, Thrombocytopenic, Idiopathic, Systemic Inflammatory Response Syndrome""",HD105593,Pediatric hematology and oncology,2021
33754452,Multisystem inflammatory syndrome in children associated with SARS-CoV-2 in a solid organ transplant recipient.,PMC8250508,"""Petters LM, Vogel TP, Munoz FM, Hernandez JA, Koohmaraie S, Nowicki MJ, Zumbro CE, Mysore KR""",doi:10.1111/ajt.16572,"""clinical research/practice, complication, infection and infectious agents - viral, infectious disease, liver transplantation/hepatology, pediatrics""","""D000086382, D002648, D002675, D005260, D006801, D016377, D000086402, D018746, D066027""","""COVID-19, Child, Child, Preschool, Female, Humans, Organ Transplantation, SARS-CoV-2, Systemic Inflammatory Response Syndrome, Transplant Recipients""",HD105593,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,2021
33654130,Altered metabolic and inflammatory transcriptomics after cardiac surgery in neonates with congenital heart disease.,PMC7925649,"""Jain PN, Robertson M, Lasa JJ, Shekerdemian L, Guffey D, Zhang Y, Lingappan K, Checchia P, Coarfa C""",doi:10.1038/s41598-021-83882-x,,"""D006348, D002315, D005260, D006801, D018636, D007231, D008297, D055442, D011446, D059467""","""Cardiac Surgical Procedures, Cardiopulmonary Bypass, Female, Humans, Hypoplastic Left Heart Syndrome, Infant, Newborn, Male, Metabolome, Prospective Studies, Transcriptome""",HD105593,Scientific reports,2021
33640145,"Multisystem inflammatory syndrome in children and adults (MIS-C/A): Case definition & guidelines for data collection, analysis, and presentation of immunization safety data.",PMC7904456,"""Vogel TP, Top KA, Karatzios C, Hilmers DC, Tapia LI, Moceri P, Giovannini-Chami L, Wood N, Chandler RE, Klein NP, Schlaudecker EP, Poli MC, Muscal E, Munoz FM""",doi:10.1016/j.vaccine.2021.01.054,"""Adults, Adverse event, Case definition, Children, Guidelines, Immunization, MIS-A, MIS-C, Multisystem inflammatory syndrome""","""D000328, D000086382, D000086663, D002648, D003625, D006801, D007114, D000086402, D018746""","""Adult, COVID-19, COVID-19 Vaccines, Child, Data Collection, Humans, Immunization, SARS-CoV-2, Systemic Inflammatory Response Syndrome""",HD105593,Vaccine,2021
33067221,Defining the Cytokine Storm Syndrome of COVID-19: Role of the Clinical Laboratory.,PMC8547873,"""Jialal I, Devaraj S""",,,"""D000073640, D000086382, D064790, D018352, D000080424, D016207, D006801, D058873, D011024, D000086402, D014481""","""Betacoronavirus, COVID-19, Clinical Laboratory Services, Coronavirus Infections, Cytokine Release Syndrome, Cytokines, Humans, Pandemics, Pneumonia, Viral, SARS-CoV-2, United States""",HD105593,Annals of clinical and laboratory science,2020
32956703,Clinical performance of a semi-quantitative assay for SARS-CoV2 IgG and SARS-CoV2 IgM antibodies.,PMC7501146,"""Jung J, Garnett E, Jariwala P, Pham H, Huang R, Benzi E, Issaq N, Matzuk M, Singh I, Devaraj S""",doi:10.1016/j.cca.2020.09.023,"""IgG, IgM, SARS CoV-2 antibody, Serology, Validation""","""D000073640, D004797, D000939, D006801, D007074, D007075, D000086402""","""Betacoronavirus, Enzyme-Linked Immunosorbent Assay, Epitopes, Humans, Immunoglobulin G, Immunoglobulin M, SARS-CoV-2""",HD105593,Clinica chimica acta; international journal of clinical chemistry,2020
32864699,Clinical Validation and Performance Evaluation of the Automated Vitros Total Anti-SARS-CoV-2 Antibodies Assay for Screening of Serostatus in COVID-19.,PMC7529060,"""Garnett E, Jung J, Tam E, Rajapakshe D, Cheney S, Brown C, Cao J, Muldrew K, Singh I, Versalovic J, Devaraj S""",doi:10.1093/ajcp/aqaa157,""" Serology, Coronavirus, IgG, IgM, SARS CoV-2 antibody, alidation""","""D000914, D000073640, D000086382, D000086742, D019411, D018352, D006801, D007118, D058873, D011024, D000086402, D012680, D012698""","""Antibodies, Viral, Betacoronavirus, COVID-19, COVID-19 Testing, Clinical Laboratory Techniques, Coronavirus Infections, Humans, Immunoassay, Pandemics, Pneumonia, Viral, SARS-CoV-2, Sensitivity and Specificity, Serologic Tests""",HD105593,American journal of clinical pathology,2020
32855191,Design of 3D-Printed Nasopharyngeal Swabs for Children is Enabled by Radiologic Imaging.,PMC7963225,"""Starosolski Z, Admane P, Dunn J, Kaziny B, Huisman TAGM, Annapragada A""",doi:10.3174/ajnr.A6794,,"""D000328, D000086382, D000086742, D002648, D002675, D017076, D004209, D005260, D006801, D007223, D008297, D008953, D009305, D010372, D066330, D000086402, D014057""","""Adult, COVID-19, COVID-19 Testing, Child, Child, Preschool, Computer-Aided Design, Disposable Equipment, Female, Humans, Infant, Male, Models, Anatomic, Nasopharynx, Pediatrics, Printing, Three-Dimensional, SARS-CoV-2, Tomography, X-Ray Computed""",HD105593,AJNR. American journal of neuroradiology,2020
35822346,A consensus conference to define the utility of advanced infectious disease diagnostics in solid organ transplant recipients.,,"""Azar MM, Turbett S, Gaston D, Gitman M, Razonable R, Koo S, Hanson K, Kotton C, Silveira F, Banach DB, Basu SS, Bhaskaran A, Danziger-Isakov L, Bard JD, Gandhi R, Hanisch B, John TM, Odom John AR, Letourneau AR, Luong ML, Maron G, Miller S, Prinzi A, Schwartz I, Simner P, Kumar D, Transplant ID Diagnostics Consensus Conference Working Group""",doi:10.1111/ajt.17147,"""clinical research/practice, diagnostic techniques and imaging, infection and infectious agents, infectious disease, organ transplantation in general, translational research/science""","""D006801, D066027, D019737, D032921, D016377, D009656""","""Humans, Transplant Recipients, Transplants, Consensus, Organ Transplantation, North America""",HD105594,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,2022
35373072,Evidence for SARS-CoV-2 Spike Protein in the Urine of COVID-19 Patients.,PMC8791366,"""George S, Pal AC, Gagnon J, Timalsina S, Singh P, Vydyam P, Munshi M, Chiu JE, Renard I, Harden CA, Ott IM, Watkins AE, Vogels CBF, Lu P, Tokuyama M, Venkataraman A, Casanovas-Massana A, Wyllie AL, Rao V, Campbell M, Farhadian SF, Grubaugh ND, Dela Cruz CS, Ko AI, Berna Perez AZ, Akaho EH, Moledina DG, Testani J, John AR, Ledizet M, Mamoun CB, and the Yale IMPACT Team""",doi:10.34067/KID.0002172021,"""COVID-19, SARS-CoV-2, acute kidney injury and ICU nephrology, body fluids, coronavirus, enzyme-linked immunosorbent assay, spike glycoprotein, spike protein, viral envelope proteins""","""D000328, D000086382, D002648, D006801, D058873, D000086402, D064370""","""Adult, COVID-19, Child, Humans, Pandemics, SARS-CoV-2, Spike Glycoprotein, Coronavirus""",HD105594,Kidney360,2021
35368385,"IL-1 receptor antagonist, MIS-C, and the peculiar autoimmunity of SARS-CoV-2.",PMC8963768,"""Bassiri H, Canna SW""",doi:10.1016/S2665-9913(22)00090-X,,,,HD105594,The Lancet. Rheumatology,2022
35118829,American College of Rheumatology Clinical Guidance for Multisystem Inflammatory Syndrome in Children Associated With SARS-CoV-2 and Hyperinflammation in Pediatric COVID-19: Version 3.,PMC9011620,"""Henderson LA, Canna SW, Friedman KG, Gorelik M, Lapidus SK, Bassiri H, Behrens EM, Kernan KF, Schulert GS, Seo P, Son MBF, Tremoulet AH, VanderPluym C, Yeung RSM, Mudano AS, Turner AS, Karp DR, Mehta JJ""",doi:10.1002/art.42062,,"""D000328, D000086382, D002648, D006801, D012219, D000086402, D018746, D014481""","""Adult, COVID-19, Child, Humans, Rheumatology, SARS-CoV-2, Systemic Inflammatory Response Syndrome, United States""",HD105594,"Arthritis & rheumatology (Hoboken, N.J.)",2022
34973333,"Enzymatic and structural characterization of HAD5, an essential phosphomannomutase of malaria-causing parasites.",PMC8808168,"""Frasse PM, Miller JJ, Polino AJ, Soleimani E, Zhu JS, Jakeman DL, Jez JM, Goldberg DE, Odom John AR""",doi:10.1016/j.jbc.2021.101550,"""carbohydrate metabolism, crystal structure, drug development, glycosylphosphatidylinositol (GPI) anchor, haloacid dehalogenase (HAD), malaria, parasite, phosphomannomutase""","""D000818, D004912, D017261, D006801, D016778, D017875, D010963, D015800""","""Animals, Erythrocytes, Glycosylphosphatidylinositols, Humans, Malaria, Falciparum, Phosphotransferases (Phosphomutases), Plasmodium falciparum, Protozoan Proteins""",HD105594,The Journal of biological chemistry,2022
34969107,Breath Metabolites to Diagnose Infection.,PMC8718131,"""Berna AZ, Odom John AR""",doi:10.1093/clinchem/hvab218,,"""D001944, D003141, D045853, D006801, D055549""","""Breath Tests, Communicable Diseases, Exhalation, Humans, Volatile Organic Compounds""",HD105594,Clinical chemistry,2021
34893640,Proteomic profiling of MIS-C patients indicates heterogeneity relating to interferon gamma dysregulation and vascular endothelial dysfunction.,PMC8664884,"""Diorio C, Shraim R, Vella LA, Giles JR, Baxter AE, Oldridge DA, Canna SW, Henrickson SE, McNerney KO, Balamuth F, Burudpakdee C, Lee J, Leng T, Farrel A, Lambert MP, Sullivan KE, Wherry EJ, Teachey DT, Bassiri H, Behrens EM""",doi:10.1038/s41467-021-27544-6,,"""D015415, D000086382, D016022, D054370, D002648, D004730, D054501, D006801, D007249, D007371, D016753, D020543, D040901, D018746, D014652""","""Biomarkers, COVID-19, Case-Control Studies, Chemokine CXCL9, Child, Endothelium, Vascular, Group II Phospholipases A2, Humans, Inflammation, Interferon-gamma, Interleukin-10, Proteome, Proteomics, Systemic Inflammatory Response Syndrome, Vascular Diseases""",HD105594,Nature communications,2021
34852866,Evolution of severe acute respiratory coronavirus virus 2 (SARS-CoV-2) seroprevalence among employees of a US academic children's hospital during coronavirus disease 2019 (COVID-19) pandemic.,PMC8668398,"""Fisher BT, Sharova A, Boge CLK, Gouma S, Kamrin A, Blumenstock J, Shuster S, Gianchetti L, Collins D, Akaho E, Weirick ME, McAllister CM, Bolton MJ, Arevalo CP, Goodwin EC, Anderson EM, Christensen SR, Balamuth F, John ARO, Li Y, Coffin S, Gerber JS, Hensley SE""",doi:10.1017/ice.2021.487,,"""D000328, D006801, D002648, D058873, D000086382, D000086402, D016036, D011446, D014777, D006776, D000914, D006282""","""Adult, Humans, Child, Pandemics, COVID-19, SARS-CoV-2, Seroepidemiologic Studies, Prospective Studies, Virus Diseases, Hospitals, Pediatric, Antibodies, Viral, Health Personnel""",HD105594,Infection control and hospital epidemiology,2022
34692237,Current Insights Into the Pathophysiology of Multisystem Inflammatory Syndrome in Children.,PMC8524214,"""Vella LA, Rowley AH""",doi:10.1007/s40124-021-00257-6,"""Inflammatory syndrome, Kawasaki disease, MIS-C, Pediatric, SARS-CoV-2""",,,HD105594,Current pediatrics reports,2021
34648302,mRNA vaccines induce durable immune memory to SARS-CoV-2 and variants of concern.,PMC9284784,"""Goel RR, Painter MM, Apostolidis SA, Mathew D, Meng W, Rosenfeld AM, Lundgreen KA, Reynaldi A, Khoury DS, Pattekar A, Gouma S, Kuri-Cervantes L, Hicks P, Dysinger S, Hicks A, Sharma H, Herring S, Korte S, Baxter AE, Oldridge DA, Giles JR, Weirick ME, McAllister CM, Awofolaju M, Tanenbaum N, Drapeau EM, Dougherty J, Long S, ""DAndrea K"", Hamilton JT, McLaughlin M, Williams JC, Adamski S, Kuthuru O, UPenn COVID Processing Unit‡, Frank I, Betts MR, Vella LA, Grifoni A, Weiskopf D, Sette A, Hensley SE, Davenport MP, Bates P, Luning Prak ET, Greenplate AR, Wherry EJ""",doi:10.1126/science.abm0829,,"""D000086663, D006801, D007156, D000086402, D000087503""","""COVID-19 Vaccines, Humans, Immunologic Memory, SARS-CoV-2, mRNA Vaccines""",HD105594,"Science (New York, N.Y.)",2021
34432021,Emerging SARS-CoV-2 Diversity Revealed by Rapid Whole-Genome Sequence Typing.,PMC8449825,"""Moustafa AM, Planet PJ""",doi:10.1093/gbe/evab197,"""COVID-19, clonal complex, lineages, machine learning, nomenclature, wgMLST""","""D000086382, D016679, D023281, D005838, D006801, D000069550, D000086402, D000073336""","""COVID-19, Genome, Viral, Genomics, Genotype, Humans, Machine Learning, SARS-CoV-2, Whole Genome Sequencing""",HD105594,Genome biology and evolution,2021
34365798,Skewed Cytokine Responses Rather Than the Magnitude of the Cytokine Storm May Drive Cardiac Dysfunction in Multisystem Inflammatory Syndrome in Children.,PMC8475050,"""Chang JC, Matsubara D, Morgan RW, Diorio C, Nadaraj S, Teachey DT, Bassiri H, Behrens EM, Banerjee A""",doi:10.1161/JAHA.121.021428,"""COVID‐19, cytokine storm, echocardiography, multisystem inflammatory syndrome in children, myocardial deformation""","""D000293, D000367, D016279, D015415, D000086382, D002648, D003430, D000080424, D016207, D004452, D005260, D006331, D006801, D018836, D008297, D011379, D012189, D018570, D012307, D018746, D016277, D016278""","""Adolescent, Age Factors, Atrial Function, Left, Biomarkers, COVID-19, Child, Cross-Sectional Studies, Cytokine Release Syndrome, Cytokines, Echocardiography, Female, Heart Diseases, Humans, Inflammation Mediators, Male, Prognosis, Retrospective Studies, Risk Assessment, Risk Factors, Systemic Inflammatory Response Syndrome, Ventricular Function, Left, Ventricular Function, Right""",HD105594,Journal of the American Heart Association,2021
34319698,Reproducible Breath Metabolite Changes in Children with SARS-CoV-2 Infection.,PMC8353987,"""Berna AZ, Akaho EH, Harris RM, Congdon M, Korn E, Neher S, ""MFarrej M"", Burns J, Odom John AR""",doi:10.1021/acsinfecdis.1c00248,"""COVID-19, SARS-CoV-2, biomarkers, breath, discovery, pediatrics""",,,HD105594,ACS infectious diseases,2021
34254040,Comparative Analysis of Emerging B.1.1.7+E484K SARS-CoV-2 Isolates.,PMC8244812,"""Moustafa AM, Bianco C, Denu L, Ahmed A, Coffin SE, Neide B, Everett J, Reddy S, Rabut E, Deseignora J, Feldman MD, Rodino KG, Bushman F, Harris RM, Chang Mell J, Planet PJ""",doi:10.1093/ofid/ofab300,"""B.1.1.7+E484K, convergent, escape mutation, vaccine, variant of concern""",,,HD105594,Open forum infectious diseases,2021
34017137,CD8(+) T cells contribute to survival in patients with COVID-19 and hematologic cancer.,PMC8291091,"""Bange EM, Han NA, Wileyto P, Kim JY, Gouma S, Robinson J, Greenplate AR, Hwee MA, Porterfield F, Owoyemi O, Naik K, Zheng C, Galantino M, Weisman AR, Ittner CAG, Kugler EM, Baxter AE, Oniyide O, Agyekum RS, Dunn TG, Jones TK, Giannini HM, Weirick ME, McAllister CM, Babady NE, Kumar A, Widman AJ, DeWolf S, Boutemine SR, Roberts C, Budzik KR, Tollett S, Wright C, Perloff T, Sun L, Mathew D, Giles JR, Oldridge DA, Wu JE, Alanio C, Adamski S, Garfall AL, Vella LA, Kerr SJ, Cohen JV, Oyer RA, Massa R, Maillard IP, Maxwell KN, Reilly JP, Maslak PG, Vonderheide RH, Wolchok JD, Hensley SE, Wherry EJ, Meyer NJ, DeMichele AM, Vardhana SA, Mamtani R, Huang AC""",doi:10.1038/s41591-021-01386-7,,"""D000368, D000914, D001402, D018414, D000086382, D015331, D005260, D019337, D006801, D007111, D056724, D016130, D016015, D008297, D008875, D015999, D009369, D016016, D011446, D000086402, D015996""","""Aged, Antibodies, Viral, B-Lymphocytes, CD8-Positive T-Lymphocytes, COVID-19, Cohort Studies, Female, Hematologic Neoplasms, Humans, Immunity, Cellular, Immunity, Humoral, Immunophenotyping, Logistic Models, Male, Middle Aged, Multivariate Analysis, Neoplasms, Proportional Hazards Models, Prospective Studies, SARS-CoV-2, Survival Rate""",HD105594,Nature medicine,2021
33907759,Proteomic Profiling of MIS-C Patients Reveals Heterogeneity Relating to Interferon Gamma Dysregulation and Vascular Endothelial Dysfunction.,PMC8077582,"""Diorio C, Shraim R, Vella LA, Giles JR, Baxter AE, Oldridge DA, Canna SW, Henrickson SE, McNerney KO, Balamuth F, Burudpakdee C, Lee J, Leng T, Farrell A, Lambert MP, Sullivan KE, John Wherry E, Teachey DT, Bassiri H, Behrens EM""",doi:10.1101/2021.04.13.21255439,,,,HD105594,medRxiv : the preprint server for health sciences,2021
33852639,Discrimination of SARS-CoV-2 infected patient samples by detection dogs: A proof of concept study.,PMC8046346,"""Essler JL, Kane SA, Nolan P, Akaho EH, Berna AZ, DeAngelo A, Berk RA, Kaynaroglu P, Plymouth VL, Frank ID, Weiss SR, Odom John AR, Otto CM""",doi:10.1371/journal.pone.0250158,,"""D000818, D000086382, D000086742, D004285, D005260, D006801, D008297, D008403, D000075082, D000086402, D012463, D013048, D055549, D000085682""","""Animals, COVID-19, COVID-19 Testing, Dogs, Female, Humans, Male, Mass Screening, Proof of Concept Study, SARS-CoV-2, Saliva, Specimen Handling, Volatile Organic Compounds, Working Dogs""",HD105594,PloS one,2021
33819338,Concordance of Upper and Lower Respiratory Tract Samples for SARS-CoV-2 in Pediatric Patients: Research Letter.,PMC8202764,"""Lin EE, Akaho EH, Sobilo A, Blatz AM, Otto WR, Odom John AR""",doi:10.1097/ALN.0000000000003765,,"""D000293, D001980, D000086382, D000087123, D002648, D002675, D005260, D006801, D007223, D007231, D008297, D010372, D015203, D000086402, D014132""","""Adolescent, Bronchi, COVID-19, COVID-19 Nucleic Acid Testing, Child, Child, Preschool, Female, Humans, Infant, Infant, Newborn, Male, Pediatrics, Reproducibility of Results, SARS-CoV-2, Trachea""",HD105594,Anesthesiology,2021
33778091,Cutaneous Findings in SARS-CoV-2-Associated Multisystem Inflammatory Disease in Children.,PMC7928560,"""Blatz AM, Oboite M, Chiotos K, Castelo-Soccio L, Odom John AR, Children’s Hospital of Philadelphia MIS-C Research Collaborative""",doi:10.1093/ofid/ofab074,"""MIS-C, SARS-CoV-2, pediatric infectious diseases, rash""",,,HD105594,Open forum infectious diseases,2021
33653907,Deep immune profiling of MIS-C demonstrates marked but transient immune activation compared to adult and pediatric COVID-19.,PMC8128303,"""Vella LA, Giles JR, Baxter AE, Oldridge DA, Diorio C, Kuri-Cervantes L, Alanio C, Pampena MB, Wu JE, Chen Z, Huang YJ, Anderson EM, Gouma S, McNerney KO, Chase J, Burudpakdee C, Lee JH, Apostolidis SA, Huang AC, Mathew D, Kuthuru O, Goodwin EC, Weirick ME, Bolton MJ, Arevalo CP, Ramos A, Jasen CJ, Conrey PE, Sayed S, Giannini HM, ""DAndrea K"", UPenn COVID Processing Unit, Meyer NJ, Behrens EM, Bassiri H, Hensley SE, Henrickson SE, Teachey DT, Betts MR, Wherry EJ""",doi:10.1126/sciimmunol.abf7570,,"""D000293, D000328, D000375, D000086382, D002648, D002675, D005260, D005434, D006801, D007970, D008213, D008297, D018746, D013601, D055815""","""Adolescent, Adult, Aging, COVID-19, Child, Child, Preschool, Female, Flow Cytometry, Humans, Leukopenia, Lymphocyte Activation, Male, Systemic Inflammatory Response Syndrome, T-Lymphocytes, Young Adult""",HD105594,Science immunology,2021
33531335,Concordance of Preprocedure Testing With Time-of-Surgery Testing for SARS-CoV-2 in Children.,PMC8015151,"""Lin EE, Akaho EH, Sobilo A, Young LR, Harris RM, Odom John AR""",doi:10.1542/peds.2020-044289,,"""D000086742, D002648, D002675, D005260, D006801, D008297, D057234, D013514, D013997""","""COVID-19 Testing, Child, Child, Preschool, Female, Humans, Male, Preoperative Period, Surgical Procedures, Operative, Time Factors""",HD105594,Pediatrics,2021
33290544,Evidence of thrombotic microangiopathy in children with SARS-CoV-2 across the spectrum of clinical presentations.,PMC7724906,"""Diorio C, McNerney KO, Lambert M, Paessler M, Anderson EM, Henrickson SE, Chase J, Liebling EJ, Burudpakdee C, Lee JH, Balamuth FB, Blatz AM, Chiotos K, Fitzgerald JC, Giglia TM, Gollomp K, Odom John AR, Jasen C, Leng T, Petrosa W, Vella LA, Witmer C, Sullivan KE, Laskin BL, Hensley SE, Bassiri H, Behrens EM, Teachey DT""",doi:10.1182/bloodadvances.2020003471,,"""D058186, D000293, D000914, D015415, D000086382, D002648, D002675, D016000, D015938, D003404, D005260, D006801, D008297, D012367, D020133, D000086402, D012720, D057049""","""Acute Kidney Injury, Adolescent, Antibodies, Viral, Biomarkers, COVID-19, Child, Child, Preschool, Cluster Analysis, Complement Membrane Attack Complex, Creatinine, Female, Humans, Male, RNA, Viral, Reverse Transcriptase Polymerase Chain Reaction, SARS-CoV-2, Severity of Illness Index, Thrombotic Microangiopathies""",HD105594,Blood advances,2020
33277976,American College of Rheumatology Clinical Guidance for Multisystem Inflammatory Syndrome in Children Associated With SARS-CoV-2 and Hyperinflammation in Pediatric COVID-19: Version 2.,PMC8559788,"""Henderson LA, Canna SW, Friedman KG, Gorelik M, Lapidus SK, Bassiri H, Behrens EM, Ferris A, Kernan KF, Schulert GS, Seo P, Son MBF, Tremoulet AH, Yeung RSM, Mudano AS, Turner AS, Karp DR, Mehta JJ""",doi:10.1002/art.41616,,"""D000293, D026683, D000925, D018501, D000086382, D002648, D002675, D003697, D003937, D005938, D006801, D016756, D007155, D007223, D007231, D007249, D053590, D009080, D010975, D012219, D000086402, D018746, D055815""","""Adolescent, Advisory Committees, Anticoagulants, Antirheumatic Agents, COVID-19, Child, Child, Preschool, Delphi Technique, Diagnosis, Differential, Glucocorticoids, Humans, Immunoglobulins, Intravenous, Immunologic Factors, Infant, Infant, Newborn, Inflammation, Interleukin 1 Receptor Antagonist Protein, Mucocutaneous Lymph Node Syndrome, Platelet Aggregation Inhibitors, Rheumatology, SARS-CoV-2, Systemic Inflammatory Response Syndrome, Young Adult""",HD105594,"Arthritis & rheumatology (Hoboken, N.J.)",2021
